STATE,YEAR,HLTHIND,N,PCT,PCT95CILB,PCT95CIUB
Michigan,2018,Mistimed,1835,19.4,17.2,21.8
Michigan,2018,Unwanted pregnancy,1835,6.3,5,7.8
Michigan,2018,Unsure whether wanted pregnancy,1835,17.1,15,19.4
Michigan,2018,Intended pregnancy,1835,57.2,54.4,60.1
Minnesota,2018,Mistimed,1250,17.2,14.9,19.9
Minnesota,2018,Unwanted pregnancy,1250,5,3.7,6.7
Minnesota,2018,Unsure whether wanted pregnancy,1250,13,10.9,15.4
Minnesota,2018,Intended pregnancy,1250,64.8,61.6,67.8
Mississippi,2018,Mistimed,1195,26.7,23.7,30
Mississippi,2018,Unwanted pregnancy,1195,9.7,7.8,12
Mississippi,2018,Unsure whether wanted pregnancy,1195,18.3,15.8,21.2
Mississippi,2018,Intended pregnancy,1195,45.2,41.8,48.7
Missouri,2018,Mistimed,921,24,20.9,27.3
Missouri,2018,Unwanted pregnancy,921,9.9,7.8,12.3
Missouri,2018,Unsure whether wanted pregnancy,921,17,14.4,20
Missouri,2018,Intended pregnancy,921,49.2,45.5,52.8
Montana,2018,Mistimed,806,16.8,14.3,19.5
Montana,2018,Unwanted pregnancy,806,6,4.6,8
Montana,2018,Unsure whether wanted pregnancy,806,17.2,14.8,19.9
Montana,2018,Intended pregnancy,806,60,56.7,63.3
Nebraska,2018,Mistimed,1325,20.5,17.4,23.8
Nebraska,2018,Unwanted pregnancy,1325,5.3,4,7
Nebraska,2018,Unsure whether wanted pregnancy,1325,17.7,14.8,20.9
Nebraska,2018,Intended pregnancy,1325,56.5,52.6,60.3
New Hampshire,2018,Mistimed,575,14.3,11.2,18.2
New Hampshire,2018,Unwanted pregnancy,575,3.1,1.7,5.4
New Hampshire,2018,Unsure whether wanted pregnancy,575,11.9,9.1,15.5
New Hampshire,2018,Intended pregnancy,575,70.7,66.1,75
New Jersey,2018,Mistimed,1173,16.9,14.8,19.3
New Jersey,2018,Unwanted pregnancy,1173,5.2,4,6.6
New Jersey,2018,Unsure whether wanted pregnancy,1173,12.9,11.1,15.1
New Jersey,2018,Intended pregnancy,1173,65,62.1,67.7
New Mexico,2018,Mistimed,1192,18.5,16.4,20.9
New Mexico,2018,Unwanted pregnancy,1192,6.6,5.3,8.2
New Mexico,2018,Unsure whether wanted pregnancy,1192,19,16.9,21.4
New Mexico,2018,Intended pregnancy,1192,55.8,52.9,58.6
New York City,2018,Mistimed,1488,17.8,15.6,20.3
New York City,2018,Unwanted pregnancy,1488,3.9,2.8,5.3
New York City,2018,Unsure whether wanted pregnancy,1488,14.5,12.5,16.8
New York City,2018,Intended pregnancy,1488,63.8,60.8,66.7
New York,2018,Mistimed,761,18.4,14.9,22.6
New York,2018,Unwanted pregnancy,761,3.8,2.4,6.2
New York,2018,Unsure whether wanted pregnancy,761,16.5,13.1,20.5
New York,2018,Intended pregnancy,761,61.3,56.4,65.9
North Carolina,2018,Mistimed,910,20.2,17.2,23.6
North Carolina,2018,Unwanted pregnancy,910,6.4,4.6,8.9
North Carolina,2018,Unsure whether wanted pregnancy,910,14.6,12,17.6
North Carolina,2018,Intended pregnancy,910,58.8,54.9,62.6
North Dakota,2018,Mistimed,869,19.5,16.5,22.9
North Dakota,2018,Unwanted pregnancy,869,4.5,3.1,6.5
North Dakota,2018,Unsure whether wanted pregnancy,869,17.8,14.8,21.2
North Dakota,2018,Intended pregnancy,869,58.2,54.2,62.1
Oklahoma,2018,Mistimed,1373,20.8,17.9,23.9
Oklahoma,2018,Unwanted pregnancy,1373,7.3,5.6,9.5
Oklahoma,2018,Unsure whether wanted pregnancy,1373,16.6,14,19.6
Oklahoma,2018,Intended pregnancy,1373,55.4,51.6,59.1
Oregon,2018,Mistimed,1574,14.6,12.1,17.6
Oregon,2018,Unwanted pregnancy,1574,4.4,3,6.5
Oregon,2018,Unsure whether wanted pregnancy,1574,15.7,13,18.9
Oregon,2018,Intended pregnancy,1574,65.2,61.4,68.9
Pennsylvania,2018,Mistimed,950,19.2,16.4,22.3
Pennsylvania,2018,Unwanted pregnancy,950,6.4,4.7,8.6
Pennsylvania,2018,Unsure whether wanted pregnancy,950,16.2,13.6,19.2
Pennsylvania,2018,Intended pregnancy,950,58.2,54.5,61.8
Puerto Rico,2018,Mistimed,946,36.6,32.8,40.5
Puerto Rico,2018,Unwanted pregnancy,946,6.2,4.6,8.5
Puerto Rico,2018,Unsure whether wanted pregnancy,946,10.8,8.6,13.6
Puerto Rico,2018,Intended pregnancy,946,46.3,42.4,50.3
Rhode Island,2018,Mistimed,1088,16.1,13.7,18.9
Rhode Island,2018,Unwanted pregnancy,1088,5.6,4.3,7.4
Rhode Island,2018,Unsure whether wanted pregnancy,1088,14.2,11.9,16.8
Rhode Island,2018,Intended pregnancy,1088,64,60.6,67.3
South Dakota,2018,Mistimed,988,18,15.3,21
South Dakota,2018,Unwanted pregnancy,988,5.3,3.9,7.1
South Dakota,2018,Unsure whether wanted pregnancy,988,15.8,13.4,18.5
South Dakota,2018,Intended pregnancy,988,61,57.4,64.4
Tennessee,2018,Mistimed,,,,
Tennessee,2018,Unwanted pregnancy,,,,
Tennessee,2018,Unsure whether wanted pregnancy,,,,
Tennessee,2018,Intended pregnancy,,,,
Texas,2018,Mistimed,,,,
Texas,2018,Unwanted pregnancy,,,,
Texas,2018,Unsure whether wanted pregnancy,,,,
Texas,2018,Intended pregnancy,,,,
Utah,2018,Mistimed,1221,17.3,14.8,20
Utah,2018,Unwanted pregnancy,1221,3.9,2.9,5.3
Utah,2018,Unsure whether wanted pregnancy,1221,13.5,11.4,16
Utah,2018,Intended pregnancy,1221,65.3,62,68.4
Vermont,2018,Mistimed,849,15.6,13.1,18.4
Vermont,2018,Unwanted pregnancy,849,5.5,4.1,7.4
Vermont,2018,Unsure whether wanted pregnancy,849,13,10.8,15.6
Vermont,2018,Intended pregnancy,849,65.9,62.5,69.2
Virginia,2018,Mistimed,1127,18.4,14.8,22.6
Virginia,2018,Unwanted pregnancy,1127,6.9,4.8,10
Virginia,2018,Unsure whether wanted pregnancy,1127,15.4,12.1,19.3
Virginia,2018,Intended pregnancy,1127,59.3,54.4,64.1
Washington,2018,Mistimed,1124,17.4,14.8,20.2
Washington,2018,Unwanted pregnancy,1124,4.9,3.6,6.7
Washington,2018,Unsure whether wanted pregnancy,1124,15.9,13.5,18.7
Washington,2018,Intended pregnancy,1124,61.8,58.3,65.2
West Virginia,2018,Mistimed,684,17.6,14.4,21.3
West Virginia,2018,Unwanted pregnancy,684,5.2,3.6,7.5
West Virginia,2018,Unsure whether wanted pregnancy,684,21,17.6,24.8
West Virginia,2018,Intended pregnancy,684,56.2,51.8,60.6
Wisconsin,2018,Mistimed,1042,18.4,15.3,21.9
Wisconsin,2018,Unwanted pregnancy,1042,6.1,4.4,8.4
Wisconsin,2018,Unsure whether wanted pregnancy,1042,14.5,11.8,17.6
Wisconsin,2018,Intended pregnancy,1042,61,56.8,65
Wyoming,2018,Mistimed,536,22.3,18.3,26.8
Wyoming,2018,Unwanted pregnancy,536,3.9,2.5,6
Wyoming,2018,Unsure whether wanted pregnancy,536,16.7,13.2,20.9
Wyoming,2018,Intended pregnancy,536,57.2,52.1,62.2
Alabama,2019,Mistimed,786,21.6,18.9,24.7
Alabama,2019,Unwanted pregnancy,786,8.8,6.9,11
Alabama,2019,Unsure whether wanted pregnancy,786,20.9,18.1,23.9
Alabama,2019,Intended pregnancy,786,48.7,45.3,52.2
Alaska,2019,Mistimed,1056,16.8,14.2,19.7
Alaska,2019,Unwanted pregnancy,1056,6.3,4.9,8.2
Alaska,2019,Unsure whether wanted pregnancy,1056,17.8,15.4,20.5
Alaska,2019,Intended pregnancy,1056,59.1,55.6,62.4
Arizona,2019,Mistimed,,,,
Arizona,2019,Unwanted pregnancy,,,,
Arizona,2019,Unsure whether wanted pregnancy,,,,
Arizona,2019,Intended pregnancy,,,,
Arkansas,2019,Mistimed,966,20.4,16.6,24.9
Arkansas,2019,Unwanted pregnancy,966,8,5.7,11.2
Arkansas,2019,Unsure whether wanted pregnancy,966,19.5,15.7,23.9
Arkansas,2019,Intended pregnancy,966,52,46.9,57.1
Colorado,2019,Mistimed,1090,15.2,12.6,18.2
Colorado,2019,Unwanted pregnancy,1090,5.2,3.9,7
Colorado,2019,Unsure whether wanted pregnancy,1090,15.9,13.3,18.9
Colorado,2019,Intended pregnancy,1090,63.7,60,67.2
Connecticut,2019,Mistimed,1187,15.7,13.4,18.4
Connecticut,2019,Unwanted pregnancy,1187,5.3,4,7.1
Connecticut,2019,Unsure whether wanted pregnancy,1187,13.1,11,15.5
Connecticut,2019,Intended pregnancy,1187,65.9,62.5,69
Delaware,2019,Mistimed,920,21.3,18.5,24.3
Delaware,2019,Unwanted pregnancy,920,7.4,5.8,9.4
Delaware,2019,Unsure whether wanted pregnancy,920,17.1,14.7,19.9
Delaware,2019,Intended pregnancy,920,54.2,50.7,57.6
District of Columbia,2019,Mistimed,509,15.5,12.3,19.5
District of Columbia,2019,Unwanted pregnancy,509,6.4,4.2,9.5
District of Columbia,2019,Unsure whether wanted pregnancy,509,15.6,12.3,19.7
District of Columbia,2019,Intended pregnancy,509,62.5,57.6,67.2
Florida,2019,Mistimed,1028,26.8,23.5,30.4
Florida,2019,Unwanted pregnancy,1028,8.5,6.7,10.7
Florida,2019,Unsure whether wanted pregnancy,1028,16,13.5,19
Florida,2019,Intended pregnancy,1028,48.6,44.8,52.5
Georgia,2019,Mistimed,778,21.8,18.3,25.8
Georgia,2019,Unwanted pregnancy,778,5.6,3.9,8
Georgia,2019,Unsure whether wanted pregnancy,778,15.6,12.6,19.2
Georgia,2019,Intended pregnancy,778,56.9,52.4,61.3
Hawaii,2019,Mistimed,620,13.9,10.4,18.3
Hawaii,2019,Unwanted pregnancy,620,5,3.2,7.7
Hawaii,2019,Unsure whether wanted pregnancy,620,18,14,22.8
Hawaii,2019,Intended pregnancy,620,63.2,57.6,68.4
Illinois,2019,Mistimed,1228,19.9,17.5,22.5
Illinois,2019,Unwanted pregnancy,1228,6.8,5.4,8.5
Illinois,2019,Unsure whether wanted pregnancy,1228,15.5,13.3,17.9
Illinois,2019,Intended pregnancy,1228,57.9,54.8,60.9
Indiana,2019,Mistimed,,,,
Indiana,2019,Unwanted pregnancy,,,,
Indiana,2019,Unsure whether wanted pregnancy,,,,
Indiana,2019,Intended pregnancy,,,,
Iowa,2019,Mistimed,842,15.7,12.1,20.1
Iowa,2019,Unwanted pregnancy,842,5.4,3.4,8.5
Iowa,2019,Unsure whether wanted pregnancy,842,12.9,9.7,16.9
Iowa,2019,Intended pregnancy,842,66.1,60.8,71
Kansas,2019,Mistimed,985,18.9,15.8,22.4
Kansas,2019,Unwanted pregnancy,985,7.8,5.8,10.4
Kansas,2019,Unsure whether wanted pregnancy,985,13.4,10.8,16.5
Kansas,2019,Intended pregnancy,985,59.9,55.8,63.9
Kentucky,2019,Mistimed,901,20,16.7,23.7
Kentucky,2019,Unwanted pregnancy,901,7,5.1,9.7
Kentucky,2019,Unsure whether wanted pregnancy,901,18.1,15,21.8
Kentucky,2019,Intended pregnancy,901,54.8,50.4,59.2
Louisiana,2019,Mistimed,1065,23.4,20.4,26.6
Louisiana,2019,Unwanted pregnancy,1065,8.3,6.6,10.5
Louisiana,2019,Unsure whether wanted pregnancy,1065,21.8,19,24.9
Louisiana,2019,Intended pregnancy,1065,46.5,43,50.1
Maine,2019,Mistimed,814,16.8,13.9,20.2
Maine,2019,Unwanted pregnancy,814,5.3,3.7,7.5
Maine,2019,Unsure whether wanted pregnancy,814,17.9,15,21.4
Maine,2019,Intended pregnancy,814,59.9,55.8,63.8
Maryland,2019,Mistimed,943,20.6,17.5,23.9
Maryland,2019,Unwanted pregnancy,943,6,4.4,8.2
Maryland,2019,Unsure whether wanted pregnancy,943,14.8,12.3,17.8
Maryland,2019,Intended pregnancy,943,58.6,54.8,62.3
Massachusetts,2019,Mistimed,1681,16.4,14.3,18.8
Massachusetts,2019,Unwanted pregnancy,1681,4.6,3.4,6
Massachusetts,2019,Unsure whether wanted pregnancy,1681,12.2,10.4,14.2
Massachusetts,2019,Intended pregnancy,1681,66.9,64,69.6
Michigan,2019,Mistimed,1374,17.6,15.3,20.3
Michigan,2019,Unwanted pregnancy,1374,6.7,5.3,8.6
Michigan,2019,Unsure whether wanted pregnancy,1374,15.9,13.7,18.4
Michigan,2019,Intended pregnancy,1374,59.8,56.6,62.9
Minnesota,2019,Mistimed,1034,14.3,11.8,17.4
Minnesota,2019,Unwanted pregnancy,1034,5.3,3.7,7.7
Minnesota,2019,Unsure whether wanted pregnancy,1034,12.4,10,15.4
Minnesota,2019,Intended pregnancy,1034,67.9,64,71.5
Mississippi,2019,Mistimed,1250,26.1,23.3,29.2
Mississippi,2019,Unwanted pregnancy,1250,11.6,9.6,14
Mississippi,2019,Unsure whether wanted pregnancy,1250,19.8,17.2,22.7
Mississippi,2019,Intended pregnancy,1250,42.4,39.1,45.8
Missouri,2019,Mistimed,1580,19.6,17.2,22.3
Missouri,2019,Unwanted pregnancy,1580,7.8,6.2,9.7
Missouri,2019,Unsure whether wanted pregnancy,1580,17.9,15.6,20.6
Missouri,2019,Intended pregnancy,1580,54.7,51.5,57.8
Montana,2019,Mistimed,716,16.5,13.9,19.5
Montana,2019,Unwanted pregnancy,716,7.8,5.9,10.1
Montana,2019,Unsure whether wanted pregnancy,716,18.3,15.6,21.4
Montana,2019,Intended pregnancy,716,57.4,53.8,60.9
Nebraska,2019,Mistimed,1612,16.2,13.9,18.8
Nebraska,2019,Unwanted pregnancy,1612,6,4.6,7.8
Nebraska,2019,Unsure whether wanted pregnancy,1612,14.4,12.2,16.8
Nebraska,2019,Intended pregnancy,1612,63.4,60.2,66.6
New Hampshire,2019,Mistimed,653,12.3,9.3,16.2
New Hampshire,2019,Unwanted pregnancy,653,5.8,3.8,8.9
New Hampshire,2019,Unsure whether wanted pregnancy,653,12.6,9.6,16.3
New Hampshire,2019,Intended pregnancy,653,69.3,64.4,73.7
New Jersey,2019,Mistimed,1104,16.6,14.4,19.1
New Jersey,2019,Unwanted pregnancy,1104,5,3.9,6.5
New Jersey,2019,Unsure whether wanted pregnancy,1104,15.4,13.2,17.7
New Jersey,2019,Intended pregnancy,1104,63,60,65.9
New Mexico,2019,Mistimed,1142,16,14,18.4
New Mexico,2019,Unwanted pregnancy,1142,5.9,4.6,7.5
New Mexico,2019,Unsure whether wanted pregnancy,1142,17.9,15.7,20.4
New Mexico,2019,Intended pregnancy,1142,60.1,57.2,63
New York City,2019,Mistimed,1226,17.3,15,19.9
New York City,2019,Unwanted pregnancy,1226,3.6,2.6,5
New York City,2019,Unsure whether wanted pregnancy,1226,13.3,11.2,15.7
New York City,2019,Intended pregnancy,1226,65.7,62.6,68.7
New York,2019,Mistimed,742,13.1,10,17.1
New York,2019,Unwanted pregnancy,742,7.8,5.5,11.1
New York,2019,Unsure whether wanted pregnancy,742,12.5,9.7,16.1
New York,2019,Intended pregnancy,742,66.5,61.7,71
North Carolina,2019,Mistimed,866,19.2,16.1,22.6
North Carolina,2019,Unwanted pregnancy,866,5.8,4.2,7.8
North Carolina,2019,Unsure whether wanted pregnancy,866,19.2,16.2,22.6
North Carolina,2019,Intended pregnancy,866,55.9,51.9,59.7
North Dakota,2019,Mistimed,754,17.3,14.2,20.9
North Dakota,2019,Unwanted pregnancy,754,5.2,3.6,7.6
North Dakota,2019,Unsure whether wanted pregnancy,754,15,12.1,18.4
North Dakota,2019,Intended pregnancy,754,62.5,58.1,66.6
Oklahoma,2019,Mistimed,,,,
Oklahoma,2019,Unwanted pregnancy,,,,
Oklahoma,2019,Unsure whether wanted pregnancy,,,,
Oklahoma,2019,Intended pregnancy,,,,
Oregon,2019,Mistimed,2416,15.3,13.2,17.6
Oregon,2019,Unwanted pregnancy,2416,4.6,3.5,6.1
Oregon,2019,Unsure whether wanted pregnancy,2416,14.1,12.1,16.4
Oregon,2019,Intended pregnancy,2416,66,63,68.9
Pennsylvania,2019,Mistimed,1116,20,16.5,24
Pennsylvania,2019,Unwanted pregnancy,1116,6.6,5,8.7
Pennsylvania,2019,Unsure whether wanted pregnancy,1116,15.9,12.9,19.4
Pennsylvania,2019,Intended pregnancy,1116,57.5,53.1,61.9
Puerto Rico,2019,Mistimed,1019,37.1,33.5,40.9
Puerto Rico,2019,Unwanted pregnancy,1019,7,5.3,9.2
Puerto Rico,2019,Unsure whether wanted pregnancy,1019,9.6,7.6,12.1
Puerto Rico,2019,Intended pregnancy,1019,46.2,42.4,50.1
Rhode Island,2019,Mistimed,973,19,16.3,22
Rhode Island,2019,Unwanted pregnancy,973,5,3.7,6.8
Rhode Island,2019,Unsure whether wanted pregnancy,973,16.6,14,19.6
Rhode Island,2019,Intended pregnancy,973,59.4,55.9,62.9
South Dakota,2019,Mistimed,985,18.6,16,21.5
South Dakota,2019,Unwanted pregnancy,985,5.4,4.2,7
South Dakota,2019,Unsure whether wanted pregnancy,985,17.3,14.9,20
South Dakota,2019,Intended pregnancy,985,58.6,55.3,62
Tennessee,2019,Mistimed,655,21,16.8,26
Tennessee,2019,Unwanted pregnancy,655,10.1,7.2,14
Tennessee,2019,Unsure whether wanted pregnancy,655,18.8,14.9,23.6
Tennessee,2019,Intended pregnancy,655,50.1,44.6,55.5
Texas,2019,Mistimed,,,,
Texas,2019,Unwanted pregnancy,,,,
Texas,2019,Unsure whether wanted pregnancy,,,,
Texas,2019,Intended pregnancy,,,,
Utah,2019,Mistimed,1693,15.1,13,17.5
Utah,2019,Unwanted pregnancy,1693,4.5,3.4,6
Utah,2019,Unsure whether wanted pregnancy,1693,11.5,9.7,13.6
Utah,2019,Intended pregnancy,1693,68.9,66,71.7
Vermont,2019,Mistimed,764,12.1,9.8,14.8
Vermont,2019,Unwanted pregnancy,764,4.6,3.3,6.4
Vermont,2019,Unsure whether wanted pregnancy,764,16.3,13.7,19.3
Vermont,2019,Intended pregnancy,764,66.9,63.3,70.3
Virginia,2019,Mistimed,972,21,17,25.5
Virginia,2019,Unwanted pregnancy,972,6.1,4.1,9.2
Virginia,2019,Unsure whether wanted pregnancy,972,13,9.9,16.9
Virginia,2019,Intended pregnancy,972,59.8,54.7,64.7
Washington,2019,Mistimed,1176,16.5,14.2,19.2
Washington,2019,Unwanted pregnancy,1176,4.9,3.6,6.5
Washington,2019,Unsure whether wanted pregnancy,1176,13.5,11.3,16
Washington,2019,Intended pregnancy,1176,65.1,61.8,68.3
West Virginia,2019,Mistimed,,,,
West Virginia,2019,Unwanted pregnancy,,,,
West Virginia,2019,Unsure whether wanted pregnancy,,,,
West Virginia,2019,Intended pregnancy,,,,
Wisconsin,2019,Mistimed,841,15.9,13,19.4
Wisconsin,2019,Unwanted pregnancy,841,6.4,4.6,8.8
Wisconsin,2019,Unsure whether wanted pregnancy,841,16.3,13.3,19.8
Wisconsin,2019,Intended pregnancy,841,61.4,57.1,65.6
Wyoming,2019,Mistimed,486,17.6,13.8,22.1
Wyoming,2019,Unwanted pregnancy,486,4.1,2.4,7
Wyoming,2019,Unsure whether wanted pregnancy,486,13.7,10.4,17.9
Wyoming,2019,Intended pregnancy,486,64.6,59.2,69.6
Overall,2020,Mistimed,,17.7,17.2,18.4
Overall,2020,Unwanted pregnancy,,6.3,6,6.7
Overall,2020,Unsure whether wanted pregnancy,,15.5,15,16.1
Overall,2020,Intended pregnancy,,60.4,59.6,61.1
Alabama,2020,Mistimed,637,18.5,15.6,21.7
Alabama,2020,Unwanted pregnancy,637,8.4,6.5,10.9
Alabama,2020,Unsure whether wanted pregnancy,637,18.5,15.6,21.8
Alabama,2020,Intended pregnancy,637,54.6,50.7,58.4
Alaska,2020,Mistimed,998,14.6,12.1,17.3
Alaska,2020,Unwanted pregnancy,998,5.9,4.4,7.8
Alaska,2020,Unsure whether wanted pregnancy,998,17.7,15.3,20.4
Alaska,2020,Intended pregnancy,998,61.8,58.4,65.2
Arizona,2020,Mistimed,774,18,15.4,21
Arizona,2020,Unwanted pregnancy,774,6.5,4.9,8.7
Arizona,2020,Unsure whether wanted pregnancy,774,15.8,13.3,18.7
Arizona,2020,Intended pregnancy,774,59.6,56.1,63.1
Arkansas,2020,Mistimed,912,18.7,15.1,23
Arkansas,2020,Unwanted pregnancy,912,8.2,6,11.2
Arkansas,2020,Unsure whether wanted pregnancy,912,20.2,16.5,24.4
Arkansas,2020,Intended pregnancy,912,52.9,47.9,57.9
Colorado,2020,Mistimed,1030,16.4,13.9,19.2
Colorado,2020,Unwanted pregnancy,1030,5.3,3.9,7.2
Colorado,2020,Unsure whether wanted pregnancy,1030,14.8,12.4,17.5
Colorado,2020,Intended pregnancy,1030,63.5,60,66.9
Connecticut,2020,Mistimed,1348,15.2,13.1,17.6
Connecticut,2020,Unwanted pregnancy,1348,5.2,4,6.8
Connecticut,2020,Unsure whether wanted pregnancy,1348,14.5,12.4,16.8
Connecticut,2020,Intended pregnancy,1348,65.1,62,68.1
Delaware,2020,Mistimed,846,20.6,17.7,23.8
Delaware,2020,Unwanted pregnancy,846,7.4,5.6,9.6
Delaware,2020,Unsure whether wanted pregnancy,846,17,14.4,20
Delaware,2020,Intended pregnancy,846,55,51.4,58.7
District of Columbia,2020,Mistimed,552,13.8,10.9,17.3
District of Columbia,2020,Unwanted pregnancy,552,6.5,4.5,9.2
District of Columbia,2020,Unsure whether wanted pregnancy,552,15.7,12.7,19.2
District of Columbia,2020,Intended pregnancy,552,64.1,59.6,68.4
Florida,2020,Mistimed,1075,23.5,20.4,26.9
Florida,2020,Unwanted pregnancy,1075,8,6.3,10
Florida,2020,Unsure whether wanted pregnancy,1075,17.1,14.5,19.9
Florida,2020,Intended pregnancy,1075,51.5,47.7,55.3
Georgia,2020,Mistimed,685,17.8,14.4,21.7
Georgia,2020,Unwanted pregnancy,685,6,4.1,8.8
Georgia,2020,Unsure whether wanted pregnancy,685,12.1,9.3,15.7
Georgia,2020,Intended pregnancy,685,64.1,59.3,68.6
Hawaii,2020,Mistimed,1201,14.4,12,17.2
Hawaii,2020,Unwanted pregnancy,1201,5.9,4.3,8
Hawaii,2020,Unsure whether wanted pregnancy,1201,21.3,18.3,24.7
Hawaii,2020,Intended pregnancy,1201,58.3,54.6,62
Illinois,2020,Mistimed,1200,16.5,14.3,19
Illinois,2020,Unwanted pregnancy,1200,7.1,5.6,8.9
Illinois,2020,Unsure whether wanted pregnancy,1200,14.7,12.6,17.1
Illinois,2020,Intended pregnancy,1200,61.7,58.6,64.7
Indiana,2020,Mistimed,,,,
Indiana,2020,Unwanted pregnancy,,,,
Indiana,2020,Unsure whether wanted pregnancy,,,,
Indiana,2020,Intended pregnancy,,,,
Iowa,2020,Mistimed,704,12.1,9.3,15.6
Iowa,2020,Unwanted pregnancy,704,5.5,3.7,8.2
Iowa,2020,Unsure whether wanted pregnancy,704,13.8,10.7,17.4
Iowa,2020,Intended pregnancy,704,68.6,64,72.9
Kansas,2020,Mistimed,1136,20.8,17.9,24
Kansas,2020,Unwanted pregnancy,1136,7,5.3,9.1
Kansas,2020,Unsure whether wanted pregnancy,1136,14.9,12.5,17.7
Kansas,2020,Intended pregnancy,1136,57.3,53.6,60.8
Kentucky,2020,Mistimed,797,21.7,18.2,25.7
Kentucky,2020,Unwanted pregnancy,797,7.4,5.4,10.2
Kentucky,2020,Unsure whether wanted pregnancy,797,13.7,10.9,17
Kentucky,2020,Intended pregnancy,797,57.1,52.6,61.5
Louisiana,2020,Mistimed,692,24.7,21.5,28.1
Louisiana,2020,Unwanted pregnancy,692,7.4,5.6,9.7
Louisiana,2020,Unsure whether wanted pregnancy,692,20.8,18,23.9
Louisiana,2020,Intended pregnancy,692,47.2,43.4,51
Maine,2020,Mistimed,880,15.5,12.9,18.5
Maine,2020,Unwanted pregnancy,880,5.5,4,7.6
Maine,2020,Unsure whether wanted pregnancy,880,15.1,12.6,18.1
Maine,2020,Intended pregnancy,880,63.9,60.1,67.5
Maryland,2020,Mistimed,991,18.3,15.4,21.7
Maryland,2020,Unwanted pregnancy,991,6,4.4,8.1
Maryland,2020,Unsure whether wanted pregnancy,991,13,10.6,16
Maryland,2020,Intended pregnancy,991,62.7,58.8,66.4
Massachusetts,2020,Mistimed,1385,13.5,11.4,15.9
Massachusetts,2020,Unwanted pregnancy,1385,3.5,2.4,5.1
Massachusetts,2020,Unsure whether wanted pregnancy,1385,12.7,10.6,15.2
Massachusetts,2020,Intended pregnancy,1385,70.3,67.1,73.3
Michigan,2020,Mistimed,1382,16.5,14.4,18.9
Michigan,2020,Unwanted pregnancy,1382,7.3,5.8,9
Michigan,2020,Unsure whether wanted pregnancy,1382,16.5,14.3,18.9
Michigan,2020,Intended pregnancy,1382,59.8,56.7,62.8
Minnesota,2020,Mistimed,602,11.6,8.5,15.7
Minnesota,2020,Unwanted pregnancy,602,4,2.3,6.9
Minnesota,2020,Unsure whether wanted pregnancy,602,19.5,15.3,24.4
Minnesota,2020,Intended pregnancy,602,64.9,59.4,70
Mississippi,2020,Mistimed,995,21.5,18.5,24.9
Mississippi,2020,Unwanted pregnancy,995,8.4,6.5,10.9
Mississippi,2020,Unsure whether wanted pregnancy,995,21.9,18.7,25.4
Mississippi,2020,Intended pregnancy,995,48.2,44.1,52.2
Missouri,2020,Mistimed,951,16.2,13.7,19
Missouri,2020,Unwanted pregnancy,951,6,4.5,7.9
Missouri,2020,Unsure whether wanted pregnancy,951,21.3,18.4,24.4
Missouri,2020,Intended pregnancy,951,56.5,52.9,60.1
Montana,2020,Mistimed,699,14.2,11.5,17.5
Montana,2020,Unwanted pregnancy,699,5.5,4,7.6
Montana,2020,Unsure whether wanted pregnancy,699,15.6,13,18.7
Montana,2020,Intended pregnancy,699,64.6,60.6,68.4
Nebraska,2020,Mistimed,1480,15.6,13.3,18.1
Nebraska,2020,Unwanted pregnancy,1480,4.3,3.2,5.8
Nebraska,2020,Unsure whether wanted pregnancy,1480,13.8,11.7,16.3
Nebraska,2020,Intended pregnancy,1480,66.3,63,69.4
New Hampshire,2020,Mistimed,636,16.4,13.1,20.4
New Hampshire,2020,Unwanted pregnancy,636,3,1.7,5.1
New Hampshire,2020,Unsure whether wanted pregnancy,636,10.7,8,14.1
New Hampshire,2020,Intended pregnancy,636,69.9,65.3,74.1
New Jersey,2020,Mistimed,1073,15.8,13.6,18.2
New Jersey,2020,Unwanted pregnancy,1073,4.3,3.3,5.8
New Jersey,2020,Unsure whether wanted pregnancy,1073,14.2,12.1,16.6
New Jersey,2020,Intended pregnancy,1073,65.6,62.6,68.5
New Mexico,2020,Mistimed,1032,19.3,16.8,22
New Mexico,2020,Unwanted pregnancy,1032,5.5,4.2,7.2
New Mexico,2020,Unsure whether wanted pregnancy,1032,21.3,18.7,24
New Mexico,2020,Intended pregnancy,1032,54,50.8,57
New York City,2020,Mistimed,1175,15.9,13.6,18.5
New York City,2020,Unwanted pregnancy,1175,5,3.7,6.7
New York City,2020,Unsure whether wanted pregnancy,1175,13.3,11.2,15.7
New York City,2020,Intended pregnancy,1175,65.8,62.6,68.9
New York,2020,Mistimed,,,,
New York,2020,Unwanted pregnancy,,,,
New York,2020,Unsure whether wanted pregnancy,,,,
New York,2020,Intended pregnancy,,,,
North Carolina,2020,Mistimed,,,,
North Carolina,2020,Unwanted pregnancy,,,,
North Carolina,2020,Unsure whether wanted pregnancy,,,,
North Carolina,2020,Intended pregnancy,,,,
North Dakota,2020,Mistimed,769,12.2,9.5,15.5
North Dakota,2020,Unwanted pregnancy,769,4.1,2.7,6.3
North Dakota,2020,Unsure whether wanted pregnancy,769,19.8,16.5,23.6
North Dakota,2020,Intended pregnancy,769,63.9,59.5,68
Oklahoma,2020,Mistimed,,,,
Oklahoma,2020,Unwanted pregnancy,,,,
